child_name,filename,speaker,source,model_name,model_type,n_attested_nouns,tpr_the,tpr_a,tpr_overall,n_transitions_to_the,n_transitions_to_a,n_previous_a,n_previous_the,n_maintained,n_total
Aran,020524.cha,child,human,Human,baseline,24,0.5,0.5,0.5,1,2,2,4,3,6
Aran,020524.cha,mother,human,Human,baseline,24,0.5,0.5,0.5,1,3,2,6,4,8
Aran,020524.cha,other_adult,human,Human,baseline,24,,,,0,0,0,0,0,0
Aran,020925.cha,child,human,Human,baseline,38,0.5,0.14285714285714285,0.2727272727272727,2,1,4,7,8,11
Aran,020925.cha,mother,human,Human,baseline,38,0.3333333333333333,0.375,0.36363636363636365,1,3,3,8,7,11
Aran,020925.cha,other_adult,human,Human,baseline,38,,,,0,0,0,0,0,0
Aran,020728.cha,child,human,Human,baseline,32,0.0,0.5,0.4,0,2,1,4,3,5
Aran,020728.cha,mother,human,Human,baseline,32,1.0,0.3333333333333333,0.6,2,1,2,3,2,5
Aran,020728.cha,other_adult,human,Human,baseline,32,,,,0,0,0,0,0,0
Aran,020714.cha,child,human,Human,baseline,31,0.3333333333333333,0.5,0.46153846153846156,1,5,3,10,7,13
Aran,020714.cha,mother,human,Human,baseline,31,0.4,0.0,0.2857142857142857,4,0,10,4,10,14
Aran,020714.cha,other_adult,human,Human,baseline,31,,,,0,0,0,0,0,0
Aran,011126.cha,child,human,Human,baseline,2,,0.5,0.5,0,2,0,4,2,4
Aran,011126.cha,mother,human,Human,baseline,2,0.0,0.5,0.3333333333333333,0,1,1,2,2,3
Aran,011126.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Aran,020107.cha,child,human,Human,baseline,11,0.6,0.5,0.5238095238095238,3,8,5,16,10,21
Aran,020107.cha,mother,human,Human,baseline,11,0.375,0.16666666666666666,0.25,3,2,8,12,15,20
Aran,020107.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
Aran,020517.cha,child,human,Human,baseline,23,1.0,0.3333333333333333,0.42857142857142855,1,2,1,6,4,7
Aran,020517.cha,mother,human,Human,baseline,23,0.0,0.0,0.0,0,0,3,9,12,12
Aran,020517.cha,other_adult,human,Human,baseline,23,,,,0,0,0,0,0,0
Aran,020503.cha,child,human,Human,baseline,23,1.0,0.5,0.75,2,1,2,2,1,4
Aran,020503.cha,mother,human,Human,baseline,23,1.0,0.0,0.2,1,0,1,4,4,5
Aran,020503.cha,other_adult,human,Human,baseline,23,,,,0,0,0,0,0,0
Aran,020315.cha,child,human,Human,baseline,19,0.5,0.5,0.5,1,3,2,6,4,8
Aran,020315.cha,mother,human,Human,baseline,19,0.2857142857142857,0.0,0.18181818181818182,2,0,7,4,9,11
Aran,020315.cha,other_adult,human,Human,baseline,19,,,,0,0,0,0,0,0
Aran,020302.cha,child,human,Human,baseline,18,0.0,0.6666666666666666,0.4,0,2,2,3,3,5
Aran,020302.cha,mother,human,Human,baseline,18,0.1111111111111111,0.0,0.09090909090909091,1,0,9,2,10,11
Aran,020302.cha,other_adult,human,Human,baseline,18,,,,0,0,0,0,0,0
Aran,020100.cha,child,human,Human,baseline,8,0.5,1.0,0.75,1,2,2,2,1,4
Aran,020100.cha,mother,human,Human,baseline,8,0.0,0.0,0.0,0,0,3,1,4,4
Aran,020100.cha,other_adult,human,Human,baseline,8,,,,0,0,0,0,0,0
Aran,020128.cha,child,human,Human,baseline,11,,0.2,0.2,0,2,0,10,8,10
Aran,020128.cha,mother,human,Human,baseline,11,0.0,0.0,0.0,0,0,2,8,10,10
Aran,020128.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
Aran,021021.cha,child,human,Human,baseline,39,0.25,0.0,0.2,1,0,4,1,4,5
Aran,021021.cha,mother,human,Human,baseline,39,0.2,0.0,0.14285714285714285,1,0,5,2,6,7
Aran,021021.cha,other_adult,human,Human,baseline,39,,,,0,0,0,0,0,0
Aran,020707.cha,child,human,Human,baseline,30,0.0,0.1111111111111111,0.0625,0,1,7,9,15,16
Aran,020707.cha,mother,human,Human,baseline,30,0.25,0.08333333333333333,0.15,2,1,8,12,17,20
Aran,020707.cha,other_adult,human,Human,baseline,30,,,,0,0,0,0,0,0
Aran,020211.cha,child,human,Human,baseline,14,0.0,0.26666666666666666,0.2222222222222222,0,4,3,15,14,18
Aran,020211.cha,mother,human,Human,baseline,14,0.3,0.09090909090909091,0.19047619047619047,3,1,10,11,17,21
Aran,020211.cha,other_adult,human,Human,baseline,14,,,,0,0,0,0,0,0
Aran,020617.cha,child,human,Human,baseline,27,0.2,0.3333333333333333,0.2727272727272727,1,2,5,6,8,11
Aran,020617.cha,mother,human,Human,baseline,27,0.0,0.16666666666666666,0.08333333333333333,0,1,6,6,11,12
Aran,020617.cha,other_adult,human,Human,baseline,27,,,,0,0,0,0,0,0
Aran,020819.cha,child,human,Human,baseline,34,0.16666666666666666,0.3333333333333333,0.25,1,2,6,6,9,12
Aran,020819.cha,mother,human,Human,baseline,34,0.5,0.0,0.3333333333333333,5,0,10,5,10,15
Aran,020819.cha,other_adult,human,Human,baseline,34,,,,0,0,0,0,0,0
Aran,020413.cha,child,human,Human,baseline,20,0.3333333333333333,0.4,0.375,1,2,3,5,5,8
Aran,020413.cha,mother,human,Human,baseline,20,0.2,0.16666666666666666,0.18181818181818182,1,1,5,6,9,11
Aran,020413.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
Aran,020610.cha,child,human,Human,baseline,26,0.2,0.5714285714285714,0.4166666666666667,1,4,5,7,7,12
Aran,020610.cha,mother,human,Human,baseline,26,0.1111111111111111,0.0,0.07692307692307693,1,0,9,4,12,13
Aran,020610.cha,other_adult,human,Human,baseline,26,,,,0,0,0,0,0,0
Aran,020002.cha,child,human,Human,baseline,4,0.2222222222222222,0.5,0.3076923076923077,2,2,9,4,9,13
Aran,020002.cha,mother,human,Human,baseline,4,0.3333333333333333,0.6666666666666666,0.4166666666666667,3,2,9,3,7,12
Aran,020002.cha,other_adult,human,Human,baseline,4,,,,0,0,0,0,0,0
Anne,020910.cha,child,human,Human,baseline,24,0.0,0.0,0.0,0,0,1,2,3,3
Anne,020910.cha,mother,human,Human,baseline,24,0.5,0.5,0.5,1,1,2,2,2,4
Anne,020910.cha,other_adult,human,Human,baseline,24,,,,0,0,0,0,0,0
Anne,020320.cha,child,human,Human,baseline,7,0.0,0.5,0.3333333333333333,0,1,1,2,2,3
Anne,020320.cha,mother,human,Human,baseline,7,1.0,0.0,0.75,3,0,3,1,1,4
Anne,020320.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Anne,020727.cha,child,human,Human,baseline,20,,0.5,0.5,0,2,0,4,2,4
Anne,020727.cha,mother,human,Human,baseline,20,1.0,0.0,0.2857142857142857,2,0,2,5,5,7
Anne,020727.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
Anne,020525.cha,child,human,Human,baseline,16,0.0,0.0,0.0,0,0,2,1,3,3
Anne,020525.cha,mother,human,Human,baseline,16,0.3333333333333333,0.0,0.25,1,0,3,1,3,4
Anne,020525.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
Anne,020120.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Anne,020120.cha,mother,human,Human,baseline,2,,0.0,0.0,0,0,0,1,1,1
Anne,020120.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Anne,020728.cha,child,human,Human,baseline,20,,0.0,0.0,0,0,0,1,1,1
Anne,020728.cha,mother,human,Human,baseline,20,,0.0,0.0,0,0,0,2,2,2
Anne,020728.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
Anne,020502.cha,child,human,Human,baseline,12,0.0,0.0,0.0,0,0,2,3,5,5
Anne,020502.cha,mother,human,Human,baseline,12,0.75,1.0,0.8,3,1,4,1,1,5
Anne,020502.cha,other_adult,human,Human,baseline,12,,,,0,0,0,0,0,0
Anne,020715.cha,child,human,Human,baseline,19,0.2,0.5,0.2857142857142857,1,1,5,2,5,7
Anne,020715.cha,mother,human,Human,baseline,19,0.0,0.0,0.0,0,0,1,3,4,4
Anne,020715.cha,other_adult,human,Human,baseline,19,,,,0,0,0,0,0,0
Anne,020701.cha,child,human,Human,baseline,17,,,,0,0,0,0,0,0
Anne,020701.cha,mother,human,Human,baseline,17,,,,0,0,0,0,0,0
Anne,020701.cha,other_adult,human,Human,baseline,17,,,,0,0,0,0,0,0
Anne,020729.cha,child,human,Human,baseline,20,,,,0,0,0,0,0,0
Anne,020729.cha,mother,human,Human,baseline,20,,,,0,0,0,0,0,0
Anne,020729.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
Anne,020328.cha,child,human,Human,baseline,9,,0.0,0.0,0,0,0,2,2,2
Anne,020328.cha,mother,human,Human,baseline,9,0.5,0.0,0.3333333333333333,1,0,2,1,2,3
Anne,020328.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Anne,020504.cha,child,human,Human,baseline,14,0.3333333333333333,0.0,0.2,1,0,3,2,4,5
Anne,020504.cha,mother,human,Human,baseline,14,0.3333333333333333,0.6666666666666666,0.5,1,2,3,3,3,6
Anne,020504.cha,other_adult,human,Human,baseline,14,,,,0,0,0,0,0,0
Anne,020908.cha,child,human,Human,baseline,23,0.0,0.3333333333333333,0.25,0,1,1,3,3,4
Anne,020908.cha,mother,human,Human,baseline,23,0.0,0.0,0.0,0,0,2,3,5,5
Anne,020908.cha,other_adult,human,Human,baseline,23,,,,0,0,0,0,0,0
Anne,020713.cha,child,human,Human,baseline,17,,1.0,1.0,0,1,0,1,0,1
Anne,020713.cha,mother,human,Human,baseline,17,0.5,,0.5,1,0,2,0,1,2
Anne,020713.cha,other_adult,human,Human,baseline,17,,,,0,0,0,0,0,0
Anne,020210.cha,child,human,Human,baseline,3,0.0,,0.0,0,0,2,0,2,2
Anne,020210.cha,mother,human,Human,baseline,3,0.5,1.0,0.6666666666666666,1,1,2,1,1,3
Anne,020210.cha,other_adult,human,Human,baseline,3,,,,0,0,0,0,0,0
Anne,020826.cha,child,human,Human,baseline,21,,0.0,0.0,0,0,0,1,1,1
Anne,020826.cha,mother,human,Human,baseline,21,,0.0,0.0,0,0,0,1,1,1
Anne,020826.cha,other_adult,human,Human,baseline,21,,,,0,0,0,0,0,0
Anne,020629.cha,child,human,Human,baseline,17,,0.0,0.0,0,0,0,2,2,2
Anne,020629.cha,mother,human,Human,baseline,17,0.0,0.25,0.2,0,1,1,4,4,5
Anne,020629.cha,other_adult,human,Human,baseline,17,,,,0,0,0,0,0,0
Anne,020824.cha,child,human,Human,baseline,21,0.0,0.0,0.0,0,0,2,1,3,3
Anne,020824.cha,mother,human,Human,baseline,21,0.5,0.5,0.5,1,1,2,2,2,4
Anne,020824.cha,other_adult,human,Human,baseline,21,,,,0,0,0,0,0,0
Anne,020400.cha,child,human,Human,baseline,9,,,,0,0,0,0,0,0
Anne,020400.cha,mother,human,Human,baseline,9,,,,0,0,0,0,0,0
Anne,020400.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Anne,020414.cha,child,human,Human,baseline,9,,,,0,0,0,0,0,0
Anne,020414.cha,mother,human,Human,baseline,9,0.0,,0.0,0,0,1,0,1,1
Anne,020414.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Anne,020212.cha,child,human,Human,baseline,5,0.5,0.25,0.375,2,1,4,4,5,8
Anne,020212.cha,mother,human,Human,baseline,5,0.0,0.0,0.0,0,0,3,4,7,7
Anne,020212.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Anne,011021.cha,child,human,Human,baseline,1,0.0,0.0,0.0,0,0,1,1,2,2
Anne,011021.cha,mother,human,Human,baseline,1,,1.0,1.0,0,1,0,1,0,1
Anne,011021.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Anne,020604.cha,child,human,Human,baseline,16,,1.0,1.0,0,1,0,1,0,1
Anne,020604.cha,mother,human,Human,baseline,16,0.0,1.0,0.5,0,1,1,1,1,2
Anne,020604.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
John,020609.cha,child,human,Human,baseline,19,0.0,1.0,0.5,0,1,1,1,1,2
John,020609.cha,mother,human,Human,baseline,19,0.0,0.3333333333333333,0.2,0,1,2,3,4,5
John,020609.cha,other_adult,human,Human,baseline,19,,,,0,0,0,0,0,0
John,020620.cha,child,human,Human,baseline,20,0.3333333333333333,0.5,0.42857142857142855,1,2,3,4,4,7
John,020620.cha,mother,human,Human,baseline,20,0.42857142857142855,0.0,0.3,3,0,7,3,7,10
John,020620.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
John,020026.cha,child,human,Human,baseline,9,,0.0,0.0,0,0,0,1,1,1
John,020026.cha,mother,human,Human,baseline,9,,,,0,0,0,0,0,0
John,020026.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
John,020018.cha,child,human,Human,baseline,9,1.0,0.0,0.25,1,0,1,3,3,4
John,020018.cha,mother,human,Human,baseline,9,1.0,0.0,0.5,2,0,2,2,2,4
John,020018.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
John,020814.cha,child,human,Human,baseline,22,0.3333333333333333,0.8,0.625,1,4,3,5,3,8
John,020814.cha,mother,human,Human,baseline,22,0.6,0.0,0.375,3,0,5,3,5,8
John,020814.cha,other_adult,human,Human,baseline,22,,,,0,0,0,0,0,0
John,020800.cha,child,human,Human,baseline,20,0.0,0.5,0.3333333333333333,0,1,1,2,2,3
John,020800.cha,mother,human,Human,baseline,20,0.25,0.0,0.2,1,0,4,1,4,5
John,020800.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
John,020208.cha,child,human,Human,baseline,11,,,,0,0,0,0,0,0
John,020208.cha,mother,human,Human,baseline,11,,,,0,0,0,0,0,0
John,020208.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
John,020221.cha,child,human,Human,baseline,12,1.0,0.3333333333333333,0.5,1,1,1,3,2,4
John,020221.cha,mother,human,Human,baseline,12,0.0,0.0,0.0,0,0,2,1,3,3
John,020221.cha,other_adult,human,Human,baseline,12,,,,0,0,0,0,0,0
John,020905.cha,child,human,Human,baseline,22,,1.0,1.0,0,1,0,1,0,1
John,020905.cha,mother,human,Human,baseline,22,0.0,,0.0,0,0,1,0,1,1
John,020905.cha,other_adult,human,Human,baseline,22,,,,0,0,0,0,0,0
John,020520.cha,child,human,Human,baseline,19,0.3,0.21428571428571427,0.25,3,3,10,14,18,24
John,020520.cha,mother,human,Human,baseline,19,0.5,0.35294117647058826,0.41379310344827586,6,6,12,17,17,29
John,020520.cha,other_adult,human,Human,baseline,19,,,,0,0,0,0,0,0
John,020326.cha,child,human,Human,baseline,15,0.0,0.0,0.0,0,0,1,3,4,4
John,020326.cha,mother,human,Human,baseline,15,0.0,0.0,0.0,0,0,2,1,3,3
John,020326.cha,other_adult,human,Human,baseline,15,,,,0,0,0,0,0,0
John,020124.cha,child,human,Human,baseline,11,,,,0,0,0,0,0,0
John,020124.cha,mother,human,Human,baseline,11,,1.0,1.0,0,1,0,1,0,1
John,020124.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
John,020912.cha,child,human,Human,baseline,22,0.5,0.0,0.3333333333333333,1,0,2,1,2,3
John,020912.cha,mother,human,Human,baseline,22,0.0,0.0,0.0,0,0,2,2,4,4
John,020912.cha,other_adult,human,Human,baseline,22,,,,0,0,0,0,0,0
John,020319.cha,child,human,Human,baseline,15,0.3333333333333333,0.5,0.42857142857142855,1,2,3,4,4,7
John,020319.cha,mother,human,Human,baseline,15,0.3333333333333333,0.0,0.14285714285714285,1,0,3,4,6,7
John,020319.cha,other_adult,human,Human,baseline,15,,,,0,0,0,0,0,0
John,020708.cha,child,human,Human,baseline,20,,,,0,0,0,0,0,0
John,020708.cha,mother,human,Human,baseline,20,0.0,0.0,0.0,0,0,1,1,2,2
John,020708.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
John,020724.cha,child,human,Human,baseline,20,0.42857142857142855,0.6666666666666666,0.5625,3,6,7,9,7,16
John,020724.cha,mother,human,Human,baseline,20,0.6,0.16666666666666666,0.4375,6,1,10,6,9,16
John,020724.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
John,021017.cha,child,human,Human,baseline,24,0.0,1.0,0.5,0,1,1,1,1,2
John,021017.cha,mother,human,Human,baseline,24,0.0,0.0,0.0,0,0,2,1,3,3
John,021017.cha,other_adult,human,Human,baseline,24,,,,0,0,0,0,0,0
John,020527.cha,child,human,Human,baseline,19,1.0,0.0,0.2,1,0,1,4,4,5
John,020527.cha,mother,human,Human,baseline,19,0.0,0.0,0.0,0,0,1,6,7,7
John,020527.cha,other_adult,human,Human,baseline,19,,,,0,0,0,0,0,0
John,011129.cha,child,human,Human,baseline,6,0.5,0.6666666666666666,0.6,1,2,2,3,2,5
John,011129.cha,mother,human,Human,baseline,6,0.3333333333333333,0.0,0.16666666666666666,1,0,3,3,5,6
John,011129.cha,other_adult,human,Human,baseline,6,,,,0,0,0,0,0,0
John,011115.cha,child,human,Human,baseline,5,0.4,0.2,0.3,2,1,5,5,7,10
John,011115.cha,mother,human,Human,baseline,5,0.4,0.6666666666666666,0.5,2,2,5,3,4,8
John,011115.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
John,021024.cha,child,human,Human,baseline,24,0.3333333333333333,1.0,0.5555555555555556,2,3,6,3,4,9
John,021024.cha,mother,human,Human,baseline,24,0.5,,0.5,4,0,8,0,4,8
John,021024.cha,other_adult,human,Human,baseline,24,,,,0,0,0,0,0,0
John,020919.cha,child,human,Human,baseline,24,0.5,0.375,0.4166666666666667,2,3,4,8,7,12
John,020919.cha,mother,human,Human,baseline,24,0.5,0.4,0.46153846153846156,4,2,8,5,7,13
John,020919.cha,other_adult,human,Human,baseline,24,,,,0,0,0,0,0,0
John,020304.cha,child,human,Human,baseline,13,,0.25,0.25,0,1,0,4,3,4
John,020304.cha,mother,human,Human,baseline,13,,0.0,0.0,0,0,0,4,4,4
John,020304.cha,other_adult,human,Human,baseline,13,,,,0,0,0,0,0,0
John,020701.cha,child,human,Human,baseline,20,0.5,0.0,0.3333333333333333,1,0,2,1,2,3
John,020701.cha,mother,human,Human,baseline,20,0.25,0.3333333333333333,0.2857142857142857,1,1,4,3,5,7
John,020701.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
John,020117.cha,child,human,Human,baseline,11,1.0,0.0,0.5,1,0,1,1,1,2
John,020117.cha,mother,human,Human,baseline,11,1.0,0.5,0.6666666666666666,1,1,1,2,1,3
John,020117.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
John,020102.cha,child,human,Human,baseline,10,1.0,0.0,0.2857142857142857,2,0,2,5,5,7
John,020102.cha,mother,human,Human,baseline,10,,0.0,0.0,0,0,0,6,6,6
John,020102.cha,other_adult,human,Human,baseline,10,,,,0,0,0,0,0,0
John,020506.cha,child,human,Human,baseline,16,0.5,0.0,0.3333333333333333,1,0,2,1,2,3
John,020506.cha,mother,human,Human,baseline,16,0.0,0.75,0.6,0,3,1,4,2,5
John,020506.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
John,021009.cha,child,human,Human,baseline,24,0.0,0.4,0.3333333333333333,0,2,1,5,4,6
John,021009.cha,mother,human,Human,baseline,24,1.0,0.4,0.5714285714285714,2,2,2,5,3,7
John,021009.cha,other_adult,human,Human,baseline,24,,,,0,0,0,0,0,0
John,020013.cha,child,human,Human,baseline,8,0.5,0.5,0.5,1,2,2,4,3,6
John,020013.cha,mother,human,Human,baseline,8,0.5,0.0,0.3333333333333333,1,0,2,1,2,3
John,020013.cha,other_adult,human,Human,baseline,8,,,,0,0,0,0,0,0
John,020429.cha,child,human,Human,baseline,15,0.0,,0.0,0,0,3,0,3,3
John,020429.cha,mother,human,Human,baseline,15,,0.3333333333333333,0.3333333333333333,0,1,0,3,2,3
John,020429.cha,other_adult,human,Human,baseline,15,,,,0,0,0,0,0,0
John,020821.cha,child,human,Human,baseline,22,1.0,0.5,0.6666666666666666,1,1,1,2,1,3
John,020821.cha,mother,human,Human,baseline,22,0.6666666666666666,0.0,0.5,2,0,3,1,2,4
John,020821.cha,other_adult,human,Human,baseline,22,,,,0,0,0,0,0,0
John,020228.cha,child,human,Human,baseline,13,1.0,1.0,1.0,1,1,1,1,0,2
John,020228.cha,mother,human,Human,baseline,13,,0.0,0.0,0,0,0,1,1,1
John,020228.cha,other_adult,human,Human,baseline,13,,,,0,0,0,0,0,0
Nicole,020806.cha,child,human,Human,baseline,4,0.0,0.5,0.25,0,1,2,2,3,4
Nicole,020806.cha,mother,human,Human,baseline,4,0.25,0.0,0.2,1,0,4,1,4,5
Nicole,020806.cha,other_adult,human,Human,baseline,4,,,,0,0,0,0,0,0
Nicole,020623.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020623.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020623.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020421.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020421.cha,mother,human,Human,baseline,2,1.0,,1.0,1,0,1,0,0,1
Nicole,020421.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,021111.cha,child,human,Human,baseline,5,,0.0,0.0,0,0,0,1,1,1
Nicole,021111.cha,mother,human,Human,baseline,5,,0.0,0.0,0,0,0,1,1,1
Nicole,021111.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020418.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020418.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020418.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020730.cha,child,human,Human,baseline,3,,1.0,1.0,0,1,0,1,0,1
Nicole,020730.cha,mother,human,Human,baseline,3,1.0,1.0,1.0,1,1,1,1,0,2
Nicole,020730.cha,other_adult,human,Human,baseline,3,,,,0,0,0,0,0,0
Nicole,020903.cha,child,human,Human,baseline,5,,0.0,0.0,0,0,0,1,1,1
Nicole,020903.cha,mother,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020903.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020917.cha,child,human,Human,baseline,5,,0.0,0.0,0,0,0,1,1,1
Nicole,020917.cha,mother,human,Human,baseline,5,1.0,,1.0,1,0,1,0,0,1
Nicole,020917.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020526.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020526.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020526.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,021029.cha,child,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021029.cha,mother,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021029.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021001.cha,child,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021001.cha,mother,human,Human,baseline,5,0.0,,0.0,0,0,1,0,1,1
Nicole,021001.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021022.cha,child,human,Human,baseline,5,0.0,,0.0,0,0,1,0,1,1
Nicole,021022.cha,mother,human,Human,baseline,5,0.0,,0.0,0,0,1,0,1,1
Nicole,021022.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020712.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020712.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020712.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020706.cha,child,human,Human,baseline,2,,1.0,1.0,0,1,0,1,0,1
Nicole,020706.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020706.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020909.cha,child,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020909.cha,mother,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020909.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021008.cha,child,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021008.cha,mother,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021008.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020317.cha,child,human,Human,baseline,1,0.0,0.0,0.0,0,0,2,2,4,4
Nicole,020317.cha,mother,human,Human,baseline,1,0.5,0.5,0.5,1,1,2,2,2,4
Nicole,020317.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Nicole,020505.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020505.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020505.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,030003.cha,child,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,030003.cha,mother,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,030003.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020429.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020429.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020429.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020400.cha,child,human,Human,baseline,2,1.0,1.0,1.0,1,1,1,1,0,2
Nicole,020400.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,020400.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Nicole,021118.cha,child,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021118.cha,mother,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,021118.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,020820.cha,child,human,Human,baseline,5,,1.0,1.0,0,2,0,2,0,2
Nicole,020820.cha,mother,human,Human,baseline,5,0.75,0.0,0.6,3,0,4,1,2,5
Nicole,020820.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Nicole,030010.cha,child,human,Human,baseline,6,0.0,,0.0,0,0,1,0,1,1
Nicole,030010.cha,mother,human,Human,baseline,6,0.0,0.0,0.0,0,0,1,1,2,2
Nicole,030010.cha,other_adult,human,Human,baseline,6,,,,0,0,0,0,0,0
Warren,020422.cha,child,human,Human,baseline,24,0.42857142857142855,0.125,0.26666666666666666,3,1,7,8,11,15
Warren,020422.cha,mother,human,Human,baseline,24,0.2,0.0,0.0625,1,0,5,11,15,16
Warren,020422.cha,other_adult,human,Human,baseline,24,,,,0,0,0,0,0,0
Warren,011006.cha,child,human,Human,baseline,1,0.0,0.25,0.16666666666666666,0,1,2,4,5,6
Warren,011006.cha,mother,human,Human,baseline,1,0.0,0.2,0.16666666666666666,0,1,1,5,5,6
Warren,011006.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Warren,020218.cha,child,human,Human,baseline,19,0.375,0.1,0.2222222222222222,3,1,8,10,14,18
Warren,020218.cha,mother,human,Human,baseline,19,0.25,0.4375,0.375,2,7,8,16,15,24
Warren,020218.cha,other_adult,human,Human,baseline,19,,,,0,0,0,0,0,0
Warren,020024.cha,child,human,Human,baseline,8,0.2,0.2,0.2,1,1,5,5,8,10
Warren,020024.cha,mother,human,Human,baseline,8,0.3333333333333333,0.16666666666666666,0.25,2,1,6,6,9,12
